,atms_250m,atm_group_8083.0,banks_250m,hospitals_250m,apartments_min_dist,gov_building_250m,college_250m,college_min_dist,atm_group_3185.5,railway_min_dist,bus_stop_min_dist,MFC_250m,subway_250m,office_min_dist,banks_min_dist,kgarden_min_dist,atm_group_1942.0,school_250m,railway_250m,kgarden_250m
0,-0.6581827274050323,-0.4454667707732857,-0.7248415250457018,1.230279277024969,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,1.7243064953161877,-0.3181585565617771,-0.20284827527429047,-0.05583094018497943,-0.13560851414804445,-0.21154567271229782,2.732197768558238,0.9776525134594501,2.491739612139575,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
1,0.6894338570121893,-0.4454667707732857,-0.7248415250457018,1.230279277024969,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,1.163737270121406,-0.3181585565617771,-0.5221238251820105,-0.5397196604691292,-0.13560851414804445,-0.21154567271229782,-0.27665492295889305,-0.15134073390680364,-0.5074393416544428,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
2,-0.3212785813007269,2.2448363505634776,-0.7248415250457018,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,0.17229972650597444,-0.3181585565617771,-0.8187867558538605,0.10027143250061997,-0.13560851414804445,-0.21154567271229782,-0.291845971948267,-0.17885125994344678,-0.738886259733131,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
3,-0.6581827274050323,-0.4454667707732857,-0.7248415250457018,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,-0.056888815245397385,-0.3181585565617771,2.6753940585641285,2.86802173908434,-0.13560851414804445,-0.21154567271229782,-0.577167447468926,-0.23471064714960604,-0.47811188882331507,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
4,-0.6581827274050323,2.2448363505634776,-0.2529369114587679,-0.4173544371470314,-2.685867975609131,-0.06012458195107064,-0.1551711360428888,0.007009883310031197,-0.3181585565617771,0.38172763018799183,-0.49377201751568645,-0.13560851414804445,-0.21154567271229782,-0.48478188150209844,-0.2786781336741803,-0.738330530306441,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
5,2.3739545875337162,-0.4454667707732857,2.5784907700628352,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,-0.8987095785272473,-0.3181585565617771,-0.6763589080508923,-0.26781961735603144,-0.13560851414804445,-0.21154567271229782,-0.4836892968085918,-0.3993618159294529,-0.43933883949288377,-0.47360982809724084,3.1616424182047433,-0.2714187626794373,-0.2594802801369664
6,-0.6581827274050323,-0.4454667707732857,-0.7248415250457018,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,-0.828098758093619,-0.3181585565617771,-0.4050882288318086,-0.5173420630067179,-0.13560851414804445,-0.21154567271229782,-0.41453101651899094,-0.022152733441758322,-0.45403248364120496,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
7,-0.6581827274050323,-0.4454667707732857,-0.2529369114587679,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,-0.6834027979123302,-0.3181585565617771,-0.73058350084357,-0.5340388249563764,7.207284325800045,-0.21154567271229782,-0.6234328170450789,-0.39517679659764937,2.491739612139575,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
8,-0.6581827274050323,-0.4454667707732857,1.1627769293020338,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,-0.552307031791287,3.143086927494999,0.39218979321116826,0.016496788129433074,-0.13560851414804445,-0.21154567271229782,0.01463160036506997,-0.381024151162218,-0.6298973539390404,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
9,-0.6581827274050323,-0.4454667707732857,-0.7248415250457018,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,-0.5886666707292619,-0.3181585565617771,0.5561741703907168,-0.4461714937657308,-0.13560851414804445,-0.21154567271229782,0.8404529350911941,0.7080849958538767,0.011512273859483425,2.1114426700509292,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
10,-0.6581827274050323,-0.4454667707732857,0.6908723157150998,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,-0.19393334824132824,-0.3181585565617771,-0.7875778711198392,-0.3555757498952661,-0.13560851414804445,-0.21154567271229782,2.732197768558238,-0.40081076448699793,2.491739612139575,2.1114426700509292,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
11,-0.3212785813007269,-0.4454667707732857,-0.2529369114587679,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,-0.6956019058945797,-0.3181585565617771,-0.23174596617520224,-0.5290208274283354,-0.13560851414804445,-0.21154567271229782,-0.45805651011143966,-0.4012229376751883,-0.49878040454896383,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
12,-0.3212785813007269,-0.4454667707732857,1.1627769293020338,-0.4173544371470314,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,1.7243064953161877,-0.3181585565617771,-0.8383849557181366,-0.5397185268735389,-0.13560851414804445,-0.21154567271229782,-0.061162522799902634,-0.3591268677357395,-0.45958062831818564,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
13,0.6894338570121893,-0.4454667707732857,-0.2529369114587679,1.230279277024969,0.3951392360760548,-0.06012458195107064,-0.1551711360428888,-0.8388075962199288,-0.3181585565617771,-0.2974708618094441,-0.5229685776156777,-0.13560851414804445,-0.21154567271229782,-0.5860618703381237,-0.3747232732939829,-0.5701455758056475,-0.47360982809724084,-0.23219090523422983,-0.2714187626794373,-0.2594802801369664
