,atms_min_dist,atms_250m,atms_500m,banks_min_dist,banks_250m,banks_500m,hospitals_min_dist,hospitals_250m,hospitals_500m,MFC_min_dist,MFC_250m,MFC_500m,apartments_min_dist,apartments_250m,apartments_500m,airport_min_dist,airport_250m,airport_500m,railway_min_dist,railway_250m,railway_500m,id
0,551.6169979233852,0,0,610.4601643805503,0,0,745.4496950376994,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1969.8536054491,0,0,8526.0
1,349.93139811995553,0,1,55.0201608741796,2,2,657.157907235891,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2146.7781775867697,0,0,8532.0
2,165.26849975225792,1,2,40.854587509272186,2,5,224.62562587457143,1,3,10000.0,0,0,10000.0,0,0,10000.0,0,0,1186.0156019688125,0,0,8533.0
3,25.74102828675033,5,15,23.148759328112124,7,16,635.6151703439045,0,0,987.5944070936766,0,0,10000.0,0,0,10000.0,0,0,62.61923742783726,1,1,8684.0
4,463.12883034602936,0,2,422.6561987745853,0,1,152.98347021412235,1,1,10000.0,0,0,10000.0,0,0,10000.0,0,0,3299.3726883991485,0,0,37.0
5,50.12187431723086,3,7,38.16562365698711,1,1,780.2822325194754,0,0,9572.301892789555,0,0,3498.8996467827483,0,0,10000.0,0,0,352.9756384714969,0,1,313.0
6,389.35467974307164,0,6,151.57911799784088,1,4,247.87025783112335,1,6,439.44573750986643,0,1,7631.822304037181,0,0,10000.0,0,0,483.3778914389514,0,1,335.0
7,46.02317868111019,8,31,55.50407395437292,10,25,377.00695827867065,0,1,7147.30168501618,0,0,7069.543649236741,0,0,10000.0,0,0,732.2979160526475,0,0,358.0
8,1230.9553336842025,0,0,1436.5967704282696,0,0,1366.8367104708686,0,0,5568.220125975841,0,0,10000.0,0,0,10000.0,0,0,6351.112956685835,0,0,2895.0
9,742.7529705695031,0,0,53.69152964139238,1,1,227.60754654039943,1,1,10000.0,0,0,10000.0,0,0,10000.0,0,0,2242.5323073224804,0,0,1975.0
10,9.270794404565583,4,8,181.79202210356678,1,2,181.96991868059453,1,1,10000.0,0,0,10000.0,0,0,7715.678039721695,0,0,344.5627525676433,0,1,1977.0
11,117.22180949142148,2,5,30.033910781184538,5,10,583.4875924694617,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1833.3797576239856,0,0,1992.0
12,280.89119861037904,0,2,276.6542476280695,0,6,718.1410292219095,0,0,531.8070161267477,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1998.0
13,130.6262337696641,1,1,237.1940925853243,1,4,462.52753870506274,0,1,10000.0,0,0,1316.3591402078446,0,0,4595.705923656545,0,0,1564.1372953156963,0,0,2006.0
14,8.356007216309969,1,2,8.890642348551642,2,4,383.58926526046224,0,1,10000.0,0,0,10000.0,0,0,10000.0,0,0,473.99220057284464,0,1,2011.0
15,8994.419528513623,0,0,2.834022692264708,1,2,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2012.0
16,10000.0,0,0,1130.6890607507817,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2017.0
17,113.83996485894316,1,1,256.3309707475191,0,1,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2022.0
18,482.73854714532126,0,1,4506.494988499086,0,0,7035.769628833101,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,8271.168922303565,0,0,2023.0
19,10000.0,0,0,606.6339191016621,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2027.0
20,49.821904255589615,2,2,42.914415979662955,1,1,2080.783280249865,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2033.0
21,46.15763140708529,1,1,112.28995698205152,1,3,717.0126030860134,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,957.6864076163961,0,0,2034.0
22,985.6769774071165,0,0,92.47843345699748,1,2,1415.2440771376482,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2661.952424729024,0,0,2035.0
23,187.48350726800933,1,1,32.37012931505977,2,2,1054.2601660821422,0,0,10000.0,0,0,3942.8840692827544,0,0,10000.0,0,0,3929.7479059361162,0,0,2850.0
24,303.0656774200103,0,5,561.8803291841162,0,0,628.2067658833898,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1373.0961733000054,0,0,2873.0
25,9.86864257203494,5,5,70.9917044976048,5,8,647.0148201712786,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1850.630969003697,0,0,2876.0
26,10000.0,0,0,72.68474091517014,1,1,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,296.1169702829254,0,1,2877.0
27,48.907408450631095,1,2,388.9546379029684,0,2,1174.7427534467981,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1972.9116953582782,0,0,2897.0
28,594.5670695979952,0,0,743.1222115372133,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,3191.6100899958656,0,0,810.9773038506788,0,0,2900.0
29,192.2025072359725,1,2,73.45271942789427,2,2,153.00624436920708,3,4,10000.0,0,0,10000.0,0,0,2999.616867717798,0,0,10000.0,0,0,2914.0
30,1429.404861183612,0,0,1426.8837395308253,0,0,1858.6582479894669,0,0,1880.9453918170914,0,0,10000.0,0,0,10000.0,0,0,2683.165975317252,0,0,2923.0
31,28.046492720225096,4,4,42.3129879416227,1,1,481.9975275268213,0,1,10000.0,0,0,10000.0,0,0,10000.0,0,0,5393.69990358079,0,0,2951.0
32,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2973.0
33,11.232667667194134,3,4,4.890327901880519,2,2,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1677.4903979078717,0,0,4446.0
34,397.71919276886626,0,1,404.11988044299375,0,1,3861.866359486396,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1425.9848309438357,0,0,4447.0
35,15.019248189031387,7,8,213.4747370037573,1,4,309.2642182727931,0,1,10000.0,0,0,10000.0,0,0,10000.0,0,0,135.0147926911921,1,1,4458.0
36,68.78608403528064,1,2,665.6286662625133,0,0,923.3587918265225,0,0,1504.0842409001082,0,0,10000.0,0,0,10000.0,0,0,1045.865288085469,0,0,4466.0
37,541.2741944887855,0,0,465.7222946994217,0,1,10000.0,0,0,10000.0,0,0,10000.0,0,0,4868.667760930712,0,0,10000.0,0,0,4470.0
38,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,4489.0
39,192.42755001704097,2,2,737.518311295238,0,0,850.6802526233307,0,0,6390.0383121739615,0,0,10000.0,0,0,10000.0,0,0,1730.9490435347168,0,0,4491.0
40,956.4964227976913,0,0,38.931433694211016,1,1,199.01884215566,1,2,10000.0,0,0,10000.0,0,0,10000.0,0,0,1543.0925459803104,0,0,4511.0
41,1866.0227682410698,0,0,1948.555378838995,0,0,1730.01522611633,0,0,6380.682927916929,0,0,10000.0,0,0,10000.0,0,0,2158.66585075121,0,0,4512.0
42,1186.4489402419692,0,0,855.1558051079588,0,0,717.2638077135365,0,0,4110.016554267105,0,0,10000.0,0,0,10000.0,0,0,1131.3575164250988,0,0,4523.0
43,71.05818833910016,2,3,71.14986997508302,1,1,258.5120734372295,0,3,10000.0,0,0,1865.1834775528694,0,0,10000.0,0,0,2257.9508931113223,0,0,4526.0
44,13.4220111157252,7,8,889.8415827760223,0,0,144.98751240860705,1,1,899.7139696581522,0,0,10000.0,0,0,10000.0,0,0,2355.7220819668173,0,0,4542.0
45,51.65196754793237,2,5,195.76808755708632,1,3,929.1228090998956,0,0,2699.9326952982337,0,0,10000.0,0,0,10000.0,0,0,2304.214474180827,0,0,4574.0
