,target
944,-0.0826405026443332
5707,-0.0366229890366375
3443,0.1926919719735759
12,-0.0642932974491817
1117,0.1553914053104694
4332,-0.050961838759592
3070,0.0024791376157471
642,-0.0228311065112514
4046,-0.059348342258982
1421,0.0414098317297412
2642,0.0073442445071814
5706,-0.0217700413066039
4447,-0.059887707093963
5448,0.0276483090203254
2328,0.1506404563395686
5503,0.0130203642186026
5905,0.1711529722451342
4570,0.1114643869268572
653,-0.0572450666164408
429,0.0621392337408641
3722,-0.0532111009650682
5361,-0.0787994119315501
2820,-0.0248318247347081
3664,-0.0525397941859454
2549,-0.0775161057874957
2252,0.1749702324189104
838,-0.0098162594128879
1087,0.2130707165447104
4529,0.0495951289322251
5559,-0.0630223432076265
5738,-0.0036263797821452
4734,0.059440677190761
5112,-0.0062153657858185
856,-0.1159471846268226
3226,-0.1144874614610939
2303,0.1927890867407498
3800,0.0462594646936217
2389,-0.0993124936913647
1978,-0.0215459709568831
1893,-0.0261623480159294
693,-0.1282240198811035
2644,0.0668984428324831
3323,0.0197049497621799
188,0.0007007466601096
287,0.0517735162320955
3358,-0.0513374885503375
1728,-0.023310135062185
5568,-0.0203446202183402
2784,-0.1450012314747548
3620,-0.0989445613567888
2029,-0.1269803846318086
2302,0.0970478965088608
5058,-0.0557702244725029
2440,-0.11620190044198
4918,-0.1028150086063411
4604,0.1587326199841625
210,0.0033382394867508
1557,0.0713898432455831
5644,-0.1253141698810556
2886,-0.1450012314747548
73,-0.0290006254323364
2846,-0.1101605679442367
1514,-0.0247128852510862
2932,-0.034693770898905
2576,0.0007783227139407
3716,-0.1132560400711163
4783,-0.070810203575399
3253,-0.0142710261606393
5555,0.0131483365118077
2117,-0.0078888915246151
1231,-0.1101605679442367
3388,0.1063093847540239
1406,0.0147642272610527
5824,0.1562951536152556
5741,-0.0652526817140729
113,-0.0372481385473647
5050,0.0180556438549661
4567,-0.0392762539592743
1832,-0.042788239094916
4319,0.0116582730311227
4207,-0.0349310508461501
2905,-0.1061108518316019
3599,-0.0582641855319311
3339,-0.0880007247313053
2873,-0.1061657576941264
1777,-0.0053811585265487
4306,0.046629893122826
3864,-0.046799702582305
1612,-0.0672348273653872
3479,0.1267612511073508
252,0.0485881630739964
350,-0.0247397188198566
3699,-0.0236394608296985
4486,-0.0224554346566416
457,0.0452322400295166
3139,0.006078225052931
479,-0.0365411618098331
1114,-0.0170536571926201
798,-0.0755467449487956
4189,-0.020355193399938
4508,-0.0994571777949294
26,-0.0787939986779948
4716,0.0836988897670465
4590,0.1803214530013002
3218,-0.0298438287863512
4715,0.1564994127648512
1287,-0.0677314363530018
1281,0.06503416946473
1818,-0.0538442176689133
3313,-0.0684276440743414
3611,-0.1038643260795917
5295,0.0122646998044452
4024,-0.0992643548442023
5818,0.098820234013268
4684,0.1981190741933139
2439,-0.0698714175306331
4237,-0.0370826407918102
3047,-0.0195264563514908
4900,-0.096355857046655
607,-0.0248279837341692
4537,0.0206886245213782
5208,-0.0437128094972082
3352,-0.0240124587976658
1438,0.0735522117273217
4103,-0.068285886366451
4818,-0.0492120635189561
5850,0.1886454740711703
3964,-0.1446618883943585
203,0.0505495816697389
339,0.0159080684994383
837,-0.0914868128849095
4326,-0.056874198615168
387,0.014625766745981
5283,-0.0581256892770498
5848,0.2037900791350482
4043,-0.0650444185964808
4056,-0.028302077971229
2705,-0.0180894418833525
3852,0.0217373794869723
2945,-0.0531250595557592
4472,-0.0111267196165574
3034,-0.0293806837954777
1609,-0.0248203025828604
1600,-0.1414640776563427
5070,0.0076992072998293
677,-0.015579401119731
1513,-0.0052755071117453
4951,-0.0602655799300069
2617,-0.081762109952037
61,0.0259088806733042
5128,0.0522888811121023
4917,-0.0568386770219618
2236,0.1402925585672268
3033,-0.049578346921842
790,-0.0157662578581009
3290,0.0402096995193499
4644,0.1538137696131462
5395,0.0246854567067618
4941,-0.1087176500261838
4773,0.1333491692964755
4147,-0.1163909726193895
1485,-0.0016228837279153
4366,-0.0621735896687305
4991,0.0201181548245964
3938,0.0518898527699487
1454,0.0580312155060171
733,0.0024268194243171
3630,-0.0919446767082185
4516,-0.0098047446915362
5623,-0.0100991683218459
5489,-0.0327126795401122
2132,-0.0555411258172602
3333,-0.0432238602528871
527,0.0035101554365334
1747,-0.0458421956441324
5935,0.1339025741572567
1488,-0.1227090718120806
3123,-0.00098963936807
2223,0.2186083166997159
3095,-0.0626002035701923
803,-0.0172492096350283
857,0.0144119595984989
2218,0.1286816380122226
5776,0.1271532349739291
2715,-0.0736295392809077
5482,-0.017968094552844
4128,-0.0234969964244154
219,0.0836931539133298
1564,0.0658862391501843
1288,0.0133378616175296
1115,0.1775760411723423
582,-0.0626637039051813
3112,-0.0426907244815861
43,-0.0596248180663582
3525,0.1608315101576302
1550,0.0327875097811583
2885,-0.0883767422910557
1483,0.0394316280723749
2404,-0.0607035505294997
1905,-0.0592589887241413
5210,-0.0721602719589842
1224,-0.0321482249310455
2760,-0.0282364262691457
1071,0.1721458645348337
718,-0.0085815276277151
4323,-0.0221189022688882
2057,0.0230832486244648
670,-0.0581184101931355
3831,0.090390681573679
4794,-0.0549316545865154
2053,-0.0862476830229155
4764,0.0790823901795932
2847,-0.0002968141195368
897,0.0042779287647939
1258,-0.1173581188979999
95,-0.0539314564851577
2732,-0.0443794196327502
3715,-0.1235204332013196
842,0.0522853864582213
1738,0.0365616394530557
4733,0.1829395202482843
4940,0.0266831101560018
2582,0.0561673829826166
2094,-0.0814194137881587
2663,0.0588748413615482
4536,0.0808234395768499
322,0.061543640515858
4322,-0.1335496582562926
2104,0.0089710562953089
3102,-0.0611761013953162
334,0.0492295238019443
3107,-0.0630223432076265
332,0.0038057709789643
833,-0.0548051473770206
3921,-0.0381331746735786
2138,-0.1067365339146387
2819,-0.0127900881319099
4762,0.2116676030894636
5000,-0.0597373223351727
731,-0.0751515586910781
1650,-0.0881300795066542
291,-0.0546346784661184
184,0.0261850662216676
4693,0.2186083166997159
5757,-0.0829327164386115
4679,0.1791519853344443
533,-0.0305377893954377
2794,-0.1314249612596842
3855,-0.0824543426399188
4725,0.1578714603639041
5492,-0.0033688251485531
657,-0.0753335797897845
1255,0.00565427707958
4481,-0.0902716678861182
2465,-0.0233474537350686
4975,0.08476615969162
2559,-0.0424477338121116
898,0.0125765237832187
428,0.0415893137181997
4101,-0.0308128131528482
3601,-0.080516431377996
1951,0.0170187276281772
1436,0.0734737478551046
5955,0.1489381475724439
1222,0.0599506835584016
3509,0.2186083166997159
1779,-0.1114213123045078
5190,-0.0539650488270182
2755,0.015268196535933
5453,0.0127093263194181
3319,-0.0479724445914452
2042,-0.0752526029714781
2201,0.1558684378097381
2420,-0.0308602294755863
2722,0.0572357036805873
3946,0.0521751846515418
2515,-0.0214019194003235
5379,0.0970101541186737
2640,0.0948300850681991
4920,-0.1450012314747548
1539,-0.0324630317821517
2882,-0.0750507100813667
3966,0.0091053586267142
1410,0.0203848294379908
4309,-0.0847212921456466
4824,-0.0928868489659119
3132,-0.0563298344861003
3685,0.0311445849222499
3080,-0.0489031927827527
1126,0.1398305292040953
4340,-0.0418957859388809
3789,0.0553994708193176
1765,-0.0730833957881111
2650,0.0199656182950373
304,0.0126962481496793
3365,-0.0244758181193631
1292,0.0303172580570975
70,0.0800894408276697
5765,-0.0104127359873684
1305,-0.0680651595556482
2741,-0.1450012314747548
4808,0.0012972158215293
1672,-0.0231053590115382
4728,0.1097171097248311
1340,-0.1004567589706114
831,0.0386099553369051
2273,0.1555711055357751
1456,0.0467485755275594
5637,-0.0100875908848438
3194,0.0283129060824569
238,0.060583296015891
92,-0.0849035751661199
5556,0.0234189133751678
4790,-0.0631023773493667
2458,-0.0409659819529556
5075,0.0424184613544145
2272,0.1688924302262295
4509,-0.0850620715251784
1001,0.1473095154877619
4814,-0.0815790580736585
4666,0.0969212404486439
2586,0.042213203847607
4448,-0.0741022645156973
1504,0.036403059146579
957,-0.0388924330171672
3739,-0.1022174812506854
4154,0.0337454560509482
4236,-0.0462578536334273
3980,-0.0693224806219771
411,-0.0501435760049579
1405,-0.0072053466476841
1894,-0.0629983569298798
5717,-0.0131387454982513
1803,-0.0322544257443582
1545,0.0396458960536687
4667,0.1135131546627426
4832,0.0158658885248479
1034,0.1902990645202405
2603,0.0665262364556756
1963,-0.02869359879197
931,-0.0430546243600288
5432,-0.1118076056664602
3276,-0.0829209963517429
633,0.0010874764893807
4275,-0.0027116143927705
498,-0.0085169022595281
937,-0.0514910739330631
415,-0.0387969181576469
3185,-0.0068560286508969
3227,-0.0670703378412512
2864,0.0190904989937188
2346,0.1681910760383621
5219,-0.0694263795793653
757,-0.0430982455170389
3659,-0.0310243642900338
1041,0.0116735200814144
5696,0.0764489367131865
4245,0.0082251198964616
4396,-0.0826171962193389
3100,-0.0277304124529699
596,-0.0912250089442579
2170,-0.0239595491500865
3098,-0.0600158764671284
1068,0.1629243004819754
2166,0.0228669747839991
4581,0.1449505537031707
4302,-0.0425340006599243
652,-0.0642687187312958
4591,0.1951991834804443
4775,0.1545328148770817
2860,-0.0154413008970535
1886,0.0120362241420536
3336,-0.048787456620746
2083,-0.0389830826584723
2655,0.0239590434137177
2358,0.1525045898696281
75,-0.0634156910634542
3607,-0.1118280164861532
4247,0.0157338554807954
2887,-0.0620714061516599
5018,0.060133611074337
4513,-0.0883117176780623
5803,0.0698919392614431
1780,-0.0450490098074678
2164,-0.05077818587058
3334,-0.0751414650374405
2646,0.0339197849039106
1010,0.1784175648121282
1029,0.2109829445401443
4082,0.0253813764992434
828,-0.04627524491954
2669,-0.0859363213051731
3588,-0.1450012314747548
96,-0.0811242236910234
3043,-0.0449189202765643
4564,-0.0510761568181852
4708,0.1280935850211212
4473,0.0381386354847459
1200,0.1395427936652576
621,-0.0202636303962121
5414,0.0028122833480839
1412,-0.0152492128728709
566,-0.0132862498086669
543,-0.0928159460199282
1334,-0.14219042423916
3085,-0.0892824730468884
51,0.0160256404401101
5011,0.0629022480684247
1706,-0.0736001359457252
5860,0.1645724529275137
1558,-0.04520781953213
745,0.0223665753625088
4620,0.1490729009751593
4284,-0.0330984125667793
1467,-0.0170404259410803
1902,-0.0354088788802426
195,-0.036416262446369
1632,0.046419101259128
1840,0.0337928316124762
3717,-0.0782608527805775
802,-0.0810224310965508
4148,-0.0318836665476192
620,-0.0070440417366664
3135,0.009151382672781
5931,0.1765502747236983
3567,0.169149768045935
4534,0.0159467034877951
1732,-0.0513694481744031
3220,0.0270744581081726
644,-0.0139988970148823
2077,-0.1241891008319958
4619,0.2120278381805129
1743,-0.0208083272722549
1061,0.1920115892345567
4002,-0.0833091586887081
120,0.0891053493398533
2874,-0.0525725004645941
3480,0.2186083166997159
4098,-0.0680211262345329
5021,-0.0503877077129774
3794,0.0182037847005491
1230,-0.0493502713233713
2721,0.0362273477190779
4562,0.0254604048441028
3247,0.02834058737887
3184,-0.0529204557339741
3254,-0.0776377282962387
134,-0.1058371874825746
4587,0.2186083166997159
5643,0.0668746800095541
2799,-0.0969124407826072
4695,0.1766998644236048
5204,-0.059669790613005
5906,0.0933049564628952
511,-0.0684809028542829
62,-0.0182262964617026
1553,0.0042119958486012
3708,-0.0530655755906621
5528,-0.0143871916112997
2704,0.0381317566903565
1695,-0.1007117424033425
2191,0.1680040960981329
1918,0.0014249752610553
2067,-0.1450012314747548
679,-0.0656212599059845
3626,0.0123296604701559
1211,-0.0534368067353829
122,-0.1148972734370241
4955,-0.0010516452000178
2600,0.0270404209909038
4011,0.0050432053503239
3515,0.1896253116879955
3125,-0.0042487231617438
1210,-0.0402122292295013
567,-0.0824079064301717
2317,0.1540164568560054
548,-0.0353947623572429
864,-0.0698395026738264
4506,0.0225942044732486
1392,-0.0359291450031747
4466,-0.0365315435245013
2370,0.0992088273109204
2210,0.1739761320268814
3616,-0.0129427207317312
4015,-0.0837359344456502
720,-0.0334326247299982
5265,-0.0184619870524543
2841,-0.0742856124964933
690,0.0098783442600829
602,-0.0792452245375007
4048,-0.1010260155215452
5378,-0.0150419139448355
3308,-0.0922942431017909
5852,0.1703500505397689
503,-0.0255006183672186
5245,-0.0319452767357182
318,0.0051729037548515
5475,0.029727783223836
3017,0.0162286596332054
274,0.0050691708847395
5117,-0.0069567628545547
3795,0.0537982753731937
1361,-0.1304526100766377
1760,-0.0775055433281185
1526,-0.1069219978064515
5212,-0.0943401547064807
3802,0.0669927271147434
3014,-0.0581111321264923
2787,-0.1338292317592209
2897,-0.0228089329915662
3813,0.0655642823310091
4399,-0.0936012388482593
2093,-0.0835576859917256
945,0.0256778446023862
5371,-0.0586304191494056
5740,0.0384905320318568
295,-0.008441139884245
4398,-0.1056736764980781
2153,-0.0923925436407422
298,-0.0629105016427933
68,-0.076109205265034
4359,-0.0501935610893287
736,-0.0736393440829288
1992,-0.0607762667573587
2333,0.1490309302230429
2944,-0.0591772157769874
4750,0.2186083166997159
2045,-0.026976489901224
5332,-0.060860591536743
150,-0.0699124796775785
756,-0.0374288386502487
1973,-0.0408091355164156
3447,0.2186083166997159
1703,-0.0122141300438264
5427,-0.0069431387326246
3570,0.0025382166984081
169,-0.0068750715346186
3326,0.0168171309868725
376,-0.1213679280206939
1971,-0.0951045112726824
859,-0.0259774710762988
3268,0.0273304406797587
3961,-0.0311976984682895
2746,-0.0800818402124782
378,-0.0544172893446953
4823,-0.046408771410721
3437,0.1585168434673985
1294,-0.1098451804199546
3733,-0.060692078295555
1432,0.0131964764999582
5660,-0.0261072096245632
4159,0.0410446648208772
2899,-0.0875248864748859
4163,-0.1070335940043984
3181,-0.0524548538653592
4788,-0.0246516032485387
3487,0.1980897468399314
841,-0.0114628955208669
3169,-0.1217370167787684
1189,0.1487553741162603
175,-0.0082759676376802
2671,-0.0945594932552517
927,-0.0067174974180924
3206,-0.1294407896273891
45,-0.0257150526075146
1260,-0.0814137212477605
1096,0.1007827164618243
4034,0.0190756230481436
3105,-0.024441494669545
5910,0.2186083166997159
1187,0.1576441066852178
5057,0.0114194562535894
2623,0.0100575272534932
1030,0.1040034513886515
2225,0.0791325035285039
300,0.0737637647864936
5506,0.0070618533210113
1472,-0.0262372721881555
283,-0.0274025063078027
2462,-0.1157267007844463
5728,-0.0250280923599386
4722,0.182548134020196
4633,0.082940606640482
3825,0.0199070815270378
3200,0.0188420100893143
2034,-0.056988030804272
4253,-0.0318660770158197
2115,-0.0688463029050383
2890,-0.0295738617821534
2943,-0.0743999117678105
2244,0.0618760929528977
2572,0.0448133903256254
3745,0.0296077329145269
3101,-0.0778339798513823
4290,0.0296967854942366
2299,0.1664217304565461
5074,-0.1203241443749397
5425,-0.0157565763945661
257,0.0113715611982697
507,0.0527152120287139
1892,-0.0214810984430238
99,-0.1417534017659387
5715,-0.0390688413351161
744,0.045308215542355
4730,0.139005825610948
5513,0.0142081626499183
1375,-0.0326724767802973
4483,0.0029836898359931
2182,0.0365226308874385
5291,-0.097638012226151
4280,0.0559748360245894
4698,0.1856468264871296
1157,0.1845250041229188
4335,-0.003221496207485
2450,0.0435072949653092
4870,0.0145897426683293
