atm_group,lat,lon,fed_dist,region,nearest_bank,nearest_railway,nearest_food,nearest_hospital,nearest_atm,nearest_college,nearest_office,nearest_school,nearest_airport,nearest_gov_building,nearest_kgarden,nearest_MFC,nearest_subway,nearest_neighbour_atm,bank_in_500m,railway_in_500m,food_in_500m,hospital_in_500m,atm_in_500m,college_in_500m,office_in_500m,school_in_500m,airport_in_500m,gov_building_in_500m,kgarden_in_500m,MFC_in_500m,subway_in_500m,dist,area
3185.5,0.3702908353299153,-0.7885905985750316,Центральный федеральный округ,Москва,-0.11315668768849611,-0.15859085745096738,-0.08759150789769868,-0.20440328561317864,-0.15822125064492382,-0.3079729904970413,-0.20514395629545634,-0.19087234645753892,-0.40186397041614597,-0.535263300602509,-0.2625304885510348,-0.41030679320263375,-1.0337817281700103,-0.10128064769174197,2.478902248852806,1.5418893031778407,0.4879908065806399,-0.35710910745769914,0.15370658424338113,-0.3124509348448563,1.7341526446296953,-0.41570225721832854,0.0,-0.10905766873716023,0.7742764890657128,4.342827837824166,2.029852139498397,-0.021057279765388966,0.4174092240204966
1942.0,0.43675244630565224,0.8895185808146092,Сибирский федеральный округ,Красноярский край,-0.11872497659322508,-0.12449888813545061,-0.08929381141175302,-0.22372122671889463,-0.16164525623115014,-0.27030176890737473,-0.19945486717283678,-0.08893561455905967,-0.5219996867997617,0.4090435409026845,-0.26028564438438806,0.028449907694391704,1.286607589669376,-0.10404524717439008,0.11596536650866446,-0.3723186725829274,-0.25349767669685874,-0.35710910745769914,-0.02440320921734201,-0.3124509348448563,-0.1033827064942016,-0.41570225721832854,0.0,-0.10905766873716023,0.7742764890657128,-0.22020511523358863,-0.27794254009353053,-0.3441012562520115,0.29098768171079303
8083.0,0.1915641783620015,0.5869831127424591,Сибирский федеральный округ,Новосибирская область,-0.1161390167992413,-0.13377153610798537,-0.09981509177858722,-0.24439377364919657,-0.16780719958659102,-0.22042009973732393,-0.19398302199595788,-0.1715402270436017,0.1165295971403365,-0.5242361446587006,-0.2597504947134228,-0.36751415798104237,-1.0296868611792762,-0.10404524717439008,-0.592915698194578,-0.3723186725829274,0.2028029283969866,-0.35710910745769914,-0.3806227961387883,-0.3124509348448563,-0.3658877566547583,-0.41570225721832854,0.0,-0.10905766873716023,0.7742764890657128,-0.22020511523358863,-0.27794254009353053,1.0198622000248392,-0.3622262385527955
3185.5,-1.1543355606784553,2.3255199532055215,Дальневосточный федеральный округ,Хабаровский край,-0.10897202678961042,-0.15608073057462707,-0.08791685470980869,0.1644062618486384,-0.1721781247493053,1.724013188055241,-0.20292842402245162,-0.21270113966285578,-0.4959011894182741,1.092419176830813,-0.2622566812354183,0.6804214969762151,1.286607589669376,-0.09153142921978659,0.8248464312119069,-0.3723186725829274,-0.3105352523335894,-0.35710910745769914,0.5099261711648274,-0.3124509348448563,0.4216273938269118,1.1418739675478302,0.0,-0.10905766873716023,1.9491258194978005,-0.22020511523358863,-0.27794254009353053,-0.1646323804261101,-0.015825681804293272
8083.0,0.8020991045626901,-0.7186336409038655,Центральный федеральный округ,Ярославская область,-0.09524333489336968,-0.13535070042662378,-0.09751525318379692,-0.23748934651489204,-0.1553061427365279,-0.31557779189026713,-0.19087758074912728,-0.17652726101121902,-0.42671521840310134,0.14002842370797258,-0.24750392738079052,-0.17321767541746672,-0.7130939301392347,-0.09383192253105954,0.8248464312119069,-0.3723186725829274,2.4272683782294826,-0.35710910745769914,0.5099261711648274,4.758404305123085,-0.3658877566547583,-0.41570225721832854,0.0,-0.10905766873716023,-0.4005728413663749,-0.22020511523358863,-0.27794254009353053,-0.20052615559129036,-0.26730736754641826
1942.0,0.13886071052240184,-0.23127035703109763,Приволжский федеральный округ,Башкортостан,-0.11989591147840895,-0.14748060091435566,-0.09718582548049776,-0.26313906596526415,-0.15826865360735623,-0.3069522844790598,-0.19893814692607115,-0.21727873800049563,0.7843403570174025,0.1265900876003303,-0.2203021788988562,0.312102010460216,1.286607589669376,-0.10404524717439008,1.5337274959151495,-0.3723186725829274,0.3739156553071786,1.0791626276844055,0.33181637770410427,-0.3124509348448563,0.15912234366635508,2.699450192313989,0.0,-0.10905766873716023,-0.4005728413663749,-0.22020511523358863,-0.27794254009353053,0.40966802221677434,0.19661495582564367
5478.0,-0.5244958912515113,1.3344715299144871,Сибирский федеральный округ,Бурятия,-0.11650145839115009,-0.1592467037512855,-0.09879638766993627,-0.11882059796273971,-0.15731772195311483,3.011434435745962,-0.19119974207620505,-0.18325817800995012,0.39615703153791904,0.6820257676328455,-0.20437441763297318,0.5947901453555829,1.286607589669376,-0.08823092484791144,-0.1203283217257497,1.5418893031778407,0.2598405040337173,-0.35710910745769914,-0.5587325895995114,-0.3124509348448563,-0.3658877566547583,-0.41570225721832854,0.0,-0.10905766873716023,-0.4005728413663749,-0.22020511523358863,-0.27794254009353053,-0.6312514575734537,-0.11811453900290925
5478.0,-0.0814139030514964,-0.7720671439077003,Центральный федеральный округ,Тульская область,-0.08757637121942581,-0.15175364972411484,-0.08119288251413213,0.4516049426772977,1.0667602116357728,0.11786304470053535,-0.1576398550837986,0.10599871052479057,-0.5464131484065483,-0.4354251195496697,-0.22253088869015464,-0.17643545755766876,-0.7625980167584749,-0.10404524717439008,-0.35662200996016385,-0.3723186725829274,-0.48164797924378144,-0.35710910745769914,-0.7368423830602345,-0.3124509348448563,-0.3658877566547583,-0.41570225721832854,0.0,-0.10905766873716023,-0.4005728413663749,-0.22020511523358863,-0.27794254009353053,-0.7389327830689946,-0.11224202106354027
5478.0,0.1774099476843213,-0.34309736261546736,Приволжский федеральный округ,Татарстан,-0.09398966837360678,-0.09835093283868894,-0.0934351280147298,-0.22026427357320302,-0.1600444953326902,0.22498009878150357,-0.19386554814267462,-0.1900902077699233,-0.19865578239080486,-0.5455570195224377,-0.1256279403849518,-0.39532512167854056,-0.7427273926349075,-0.10404524717439008,0.11596536650866446,-0.3723186725829274,-0.1964601010601281,-0.35710910745769914,1.400475138468443,-0.3124509348448563,-0.3658877566547583,-0.41570225721832854,0.0,-0.10905766873716023,-0.4005728413663749,-0.22020511523358863,-0.27794254009353053,-0.4876763569127326,0.11693697926779169
5478.0,0.37527984312615653,-0.7868738669527786,Центральный федеральный округ,Москва,-0.11649136643208538,-0.160962176665191,-0.09795972844200918,-0.18037193826116818,-0.17102140195405122,-0.31498305802849713,-0.20828498038730686,-0.19799658951899318,-0.4298190597150766,-0.5452743564262357,-0.24954607485000585,-0.4042395440205794,-1.0341729651680183,-0.10404524717439008,2.242608560618392,5.370305254699377,4.138395647331403,-0.35710910745769914,1.2223653450077199,1.3778341451444571,3.3091829455930353,-0.41570225721832854,0.0,-0.10905766873716023,0.7742764890657128,-0.22020511523358863,6.645441498682252,1.665950152998084,0.0326391424913969
3185.5,-1.7904269530716663,-0.5849545279498615,Южный федеральный округ,Калмыкия,-0.10029666681457865,-0.14523211185126433,-0.08707320609175763,-0.24838723182168848,-0.11965496941502055,-0.2919194873282206,-0.1770082388958011,-0.17092183648906625,-0.27875248029686756,0.4278818100770399,-0.2091345374278349,0.5068779697435505,0.463439280968637,-0.08883274451472367,-0.35662200996016385,-0.3723186725829274,-0.3105352523335894,-0.35710910745769914,-0.7368423830602345,-0.3124509348448563,-0.3658877566547583,-0.41570225721832854,0.0,-0.10905766873716023,-0.4005728413663749,-0.22020511523358863,-0.27794254009353053,-0.7748265582341748,-0.1427315853534812
